ad_id,reporting_start,reporting_end,interest1,interest2,interest3,campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,total_conversion,approved_conversion,cr,ctr,cpc
709320,2017-08-17,2017-08-17,15,21,20,916,104012,35-39,M,15,1422,1.0,0.0,1,1,0.0007032348804500703,0.0007032348804500703,0.0
709323,2017-08-17,2017-08-17,15,17,19,916,104012,35-39,M,15,7132,2.0,2.609999895,1,0,0.00014021312394840157,0.00028042624789680314,1.3049999475
709326,2017-08-18,2017-08-18,16,22,22,916,104013,35-39,M,16,12190,2.0,3.049999952,1,0,8.203445447087777e-05,0.00016406890894175554,1.524999976
709327,2017-08-18,2017-08-18,16,22,20,916,104013,35-39,M,16,12193,2.0,3.059999943,1,1,8.201427048306405e-05,0.0001640285409661281,1.5299999715
709328,2017-08-18,2017-08-18,16,19,18,916,104013,35-39,M,16,3332,1.0,0.0,1,1,0.00030012004801920766,0.00030012004801920766,0.0
709455,2017-08-18,2017-08-18,7,12,10,916,104034,35-39,M,7,559,1.0,0.0,1,0,0.0017889087656529517,0.0017889087656529517,0.0
709544,2017-08-18,2017-08-18,29,33,32,916,104049,35-39,M,29,7440,2.0,2.980000019,1,1,0.00013440860215053763,0.00026881720430107527,1.4900000095
709614,2017-08-19,2017-08-19,16,19,20,916,104061,40-44,M,16,19113,4.0,5.5200001,1,0,5.232041019201591e-05,0.00020928164076806363,1.380000025
709756,2017-08-19,2017-08-19,16,21,21,916,104085,40-44,M,16,10976,2.0,1.690000057,1,1,9.110787172011662e-05,0.00018221574344023323,0.8450000285
709761,2017-08-18,2017-08-18,16,19,20,916,104085,40-44,M,16,2861,1.0,0.0,1,0,0.0003495281370150297,0.0003495281370150297,0.0
709899,2017-08-18,2017-08-18,15,18,20,916,104108,40-44,M,15,1398,1.0,0.0,1,1,0.000715307582260372,0.000715307582260372,0.0
709901,2017-08-18,2017-08-18,16,18,20,916,104109,40-44,M,16,23817,7.0,8.470000148,1,1,4.1986816139732125e-05,0.0002939077129781249,1.2100000211428572
710045,2017-08-17,2017-08-17,16,22,17,916,104133,45-49,M,16,47224,12.0,15.82000017,1,0,2.1175673386413687e-05,0.00025410808063696424,1.3183333475
710088,2017-08-17,2017-08-17,24,26,27,916,104140,45-49,M,24,2283,1.0,1.470000029,1,0,0.0004380201489268506,0.0004380201489268506,1.470000029
710360,2017-08-17,2017-08-17,21,26,24,916,104185,45-49,M,21,2182,1.0,1.529999971,1,1,0.00045829514207149406,0.00045829514207149406,1.529999971
710477,2017-08-17,2017-08-17,16,19,19,916,104205,30-34,F,16,2654,1.0,0.0,1,1,0.00037678975131876413,0.00037678975131876413,0.0
710480,2017-08-17,2017-08-17,16,21,20,916,104205,30-34,F,16,57665,14.0,18.06999969,1,1,1.7341541663053846e-05,0.00024278158328275385,1.2907142635714286
710571,2017-08-18,2017-08-18,32,37,38,916,104220,30-34,F,32,3091,1.0,1.610000014,1,1,0.00032351989647363315,0.00032351989647363315,1.610000014
710617,2017-08-18,2017-08-18,15,19,16,916,104228,30-34,F,15,5014,1.0,1.190000057,1,0,0.00019944156362185878,0.00019944156362185878,1.190000057
710623,2017-08-18,2017-08-18,16,19,20,916,104229,30-34,F,16,38726,7.0,9.220000267,1,0,2.5822444869080204e-05,0.00018075711408356142,1.3171428952857143
710628,2017-08-17,2017-08-17,18,24,22,916,104230,30-34,F,18,1473,1.0,0.0,1,0,0.0006788866259334691,0.0006788866259334691,0.0
710682,2017-08-29,2017-08-29,27,33,32,916,104239,30-34,F,27,1186,1.0,0.0,1,0,0.0008431703204047217,0.0008431703204047217,0.0
710763,2017-08-29,2017-08-29,15,19,17,916,104252,30-34,F,15,5369,1.0,1.50999999,1,0,0.00018625442354255913,0.00018625442354255913,1.50999999
710836,2017-08-27,2017-08-27,29,33,31,916,104265,30-34,F,29,22221,7.0,9.430000067,1,1,4.5002475136132486e-05,0.0003150173259529274,1.3471428667142857
710867,2017-08-26,2017-08-26,63,64,68,916,104270,30-34,F,63,1185,1.0,0.0,1,0,0.0008438818565400844,0.0008438818565400844,0.0
710880,2017-08-26,2017-08-26,65,70,68,916,104272,30-34,F,65,13019,5.0,6.960000038,1,0,7.681081496274676e-05,0.00038405407481373376,1.3920000076
710961,2017-08-27,2017-08-27,25,29,26,916,104285,35-39,F,25,2508,1.0,1.220000029,1,0,0.00039872408293460925,0.00039872408293460925,1.220000029
710968,2017-08-27,2017-08-27,27,31,29,916,104287,35-39,F,27,5864,2.0,2.799999952,1,1,0.00017053206002728513,0.00034106412005457026,1.399999976
711217,2017-08-27,2017-08-27,20,26,23,916,104328,35-39,F,20,2783,1.0,1.600000024,1,0,0.00035932446999640676,0.00035932446999640676,1.600000024
711623,2017-08-27,2017-08-27,15,18,20,916,104396,40-44,F,15,3812,1.0,1.129999995,2,1,0.0005246589716684155,0.00026232948583420777,1.129999995
711764,2017-08-27,2017-08-27,10,16,11,916,104419,45-49,F,10,11199,4.0,5.730000019,1,1,8.92936869363336e-05,0.0003571747477453344,1.43250000475
711785,2017-08-26,2017-08-26,19,25,23,916,104423,45-49,F,19,292,1.0,0.0,1,0,0.003424657534246575,0.003424657534246575,0.0
711877,2017-08-26,2017-08-26,63,67,65,916,104438,45-49,F,63,17572,7.0,9.379999995,1,0,5.690871841566128e-05,0.00039836102890962894,1.3399999992857143
712052,2017-08-25,2017-08-25,10,13,11,916,104467,45-49,F,10,1448,1.0,0.0,1,1,0.0006906077348066298,0.0006906077348066298,0.0
734209,2017-08-25,2017-08-25,10,16,14,936,108654,30-34,M,10,1772,1.0,0.0,1,1,0.000564334085778781,0.000564334085778781,0.0
734210,2017-08-25,2017-08-25,10,16,13,936,108654,30-34,M,10,13329,4.0,5.629999995,1,1,7.502438292445044e-05,0.00030009753169780176,1.40749999875
734215,2017-08-26,2017-08-26,15,19,17,936,108655,30-34,M,15,13659,3.0,3.840000033,1,0,7.321180174244088e-05,0.00021963540522732265,1.280000011
734243,2017-08-26,2017-08-26,21,23,24,936,108660,30-34,M,21,739,1.0,0.0,1,1,0.0013531799729364006,0.0013531799729364006,0.0
734266,2017-08-26,2017-08-26,25,30,27,936,108664,30-34,M,25,605,1.0,0.0,1,0,0.001652892561983471,0.001652892561983471,0.0
734272,2017-08-26,2017-08-26,26,32,29,936,108665,30-34,M,26,1030,1.0,0.0,1,0,0.000970873786407767,0.000970873786407767,0.0
734290,2017-08-26,2017-08-26,29,32,35,936,108668,30-34,M,29,5374,1.0,1.039999962,4,0,0.000744324525493115,0.00018608113137327876,1.039999962
734313,2017-08-26,2017-08-26,36,38,38,936,108672,30-34,M,36,790,1.0,0.0,1,1,0.0012658227848101266,0.0012658227848101266,0.0
734314,2017-08-27,2017-08-27,36,38,38,936,108672,30-34,M,36,962,1.0,0.0,1,0,0.0010395010395010396,0.0010395010395010396,0.0
734352,2017-08-27,2017-08-27,10,11,16,936,108678,35-39,M,10,4423,1.0,1.460000038,1,1,0.00022609088853719196,0.00022609088853719196,1.460000038
734361,2017-08-29,2017-08-29,16,19,19,936,108680,35-39,M,16,12382,2.0,2.839999914,1,1,8.076239702794379e-05,0.00016152479405588758,1.419999957
734381,2017-08-29,2017-08-29,20,25,24,936,108683,35-39,M,20,2938,1.0,1.350000024,1,1,0.0003403675970047651,0.0003403675970047651,1.350000024
734399,2017-08-28,2017-08-28,23,24,27,936,108686,35-39,M,23,239,1.0,0.0,1,0,0.0041841004184100415,0.0041841004184100415,0.0
734418,2017-08-29,2017-08-29,26,27,28,936,108689,35-39,M,26,591,1.0,0.0,1,0,0.001692047377326565,0.001692047377326565,0.0
734421,2017-08-29,2017-08-29,27,29,32,936,108690,35-39,M,27,10332,4.0,5.75,1,0,9.678668215253581e-05,0.00038714672861014324,1.4375
734427,2017-08-29,2017-08-29,28,29,31,936,108691,35-39,M,28,8259,3.0,3.980000019,1,0,0.0001210800339024095,0.0003632401017072285,1.326666673
734433,2017-08-29,2017-08-29,29,35,31,936,108692,35-39,M,29,12158,3.0,4.449999928,1,0,8.225037012666557e-05,0.0002467511103799967,1.4833333093333334
734582,2017-08-29,2017-08-29,29,33,33,936,108716,40-44,M,29,7709,2.0,1.320000052,2,0,0.0002594370216629913,0.0002594370216629913,0.660000026
734605,2017-08-28,2017-08-28,36,37,41,936,108720,40-44,M,36,834,1.0,0.0,1,0,0.001199040767386091,0.001199040767386091,0.0
734660,2017-08-28,2017-08-28,18,22,23,936,108729,45-49,M,18,1299,1.0,0.0,2,0,0.001539645881447267,0.0007698229407236335,0.0
734666,2017-08-28,2017-08-28,19,24,20,936,108730,45-49,M,19,371,1.0,0.0,1,0,0.0026954177897574125,0.0026954177897574125,0.0
734726,2017-08-28,2017-08-28,29,30,35,936,108740,45-49,M,29,10466,3.0,4.090000033,1,0,9.554748710108924e-05,0.0002866424613032677,1.3633333443333333
734737,2017-08-27,2017-08-27,31,37,33,936,108742,45-49,M,31,839,1.0,0.0,1,0,0.0011918951132300357,0.0011918951132300357,0.0
734785,2017-08-28,2017-08-28,10,13,13,936,108750,30-34,F,10,5576,1.0,1.529999971,1,1,0.0001793400286944046,0.0001793400286944046,1.529999971
734794,2017-08-28,2017-08-28,16,19,17,936,108752,30-34,F,16,4010,1.0,0.0,1,0,0.00024937655860349125,0.00024937655860349125,0.0
734796,2017-08-28,2017-08-28,16,22,17,936,108752,30-34,F,16,39337,7.0,10.03000009,1,1,2.542135902585352e-05,0.00017794951318097466,1.4328571557142857
734800,2017-08-28,2017-08-28,18,20,20,936,108753,30-34,F,18,1635,1.0,0.0,1,0,0.0006116207951070336,0.0006116207951070336,0.0
734803,2017-08-28,2017-08-28,18,19,21,936,108753,30-34,F,18,1631,1.0,0.0,1,0,0.0006131207847946045,0.0006131207847946045,0.0
734852,2017-08-28,2017-08-28,26,30,29,936,108761,30-34,F,26,13479,3.0,4.25,1,0,7.418947993174568e-05,0.00022256843979523704,1.4166666666666667
734854,2017-08-19,2017-08-19,27,33,32,936,108762,30-34,F,27,57022,13.0,20.29000032,3,3,5.261127284206096e-05,0.0002279821823155975,1.5607692553846155
734856,2017-08-19,2017-08-19,27,28,32,936,108762,30-34,F,27,5453,1.0,1.389999986,1,1,0.00018338529249954154,0.00018338529249954154,1.389999986
734866,2017-08-20,2017-08-20,29,32,31,936,108764,30-34,F,29,11803,3.0,4.440000057,1,0,8.472422265525714e-05,0.0002541726679657714,1.480000019
734881,2017-08-20,2017-08-20,31,32,34,936,108766,30-34,F,31,4259,1.0,1.570000052,1,1,0.00023479690068091102,0.00023479690068091102,1.570000052
734901,2017-08-20,2017-08-20,64,70,68,936,108770,30-34,F,64,1554,1.0,0.0,1,0,0.0006435006435006435,0.0006435006435006435,0.0
734903,2017-08-20,2017-08-20,64,69,67,936,108770,30-34,F,64,5323,1.0,1.289999962,1,1,0.00018786398647379298,0.00018786398647379298,1.289999962
734925,2017-08-20,2017-08-20,10,11,12,936,108774,35-39,F,10,5024,1.0,1.409999967,1,1,0.00019904458598726116,0.00019904458598726116,1.409999967
734939,2017-08-20,2017-08-20,16,19,22,936,108776,35-39,F,16,104648,24.0,33.33000004,4,2,3.822337741762862e-05,0.00022934026450577172,1.3887500016666667
734968,2017-08-20,2017-08-20,22,25,27,936,108781,35-39,F,22,8504,3.0,3.340000093,1,1,0.00011759172154280339,0.0003527751646284102,1.1133333643333334
734999,2017-08-20,2017-08-20,27,32,32,936,108786,35-39,F,27,20277,6.0,8.050000072,1,0,4.9316960102579274e-05,0.00029590176061547566,1.3416666786666667
735014,2017-08-19,2017-08-19,29,34,30,936,108788,35-39,F,29,12403,4.0,5.210000038,1,1,8.062565508344755e-05,0.0003225026203337902,1.3025000095
735032,2017-08-19,2017-08-19,32,33,34,936,108791,35-39,F,32,498,1.0,0.0,1,1,0.002008032128514056,0.002008032128514056,0.0
735033,2017-08-18,2017-08-18,36,40,40,936,108792,35-39,F,36,652,1.0,0.0,0,0,0.0,0.0015337423312883436,0.0
735043,2017-08-18,2017-08-18,63,65,69,936,108793,35-39,F,63,1357,1.0,0.0,1,1,0.0007369196757553427,0.0007369196757553427,0.0
735048,2017-08-18,2017-08-18,64,65,68,936,108794,35-39,F,64,1393,1.0,0.0,1,0,0.0007178750897343862,0.0007178750897343862,0.0
735065,2017-08-19,2017-08-19,7,10,12,936,108797,40-44,F,7,648,1.0,0.0,1,0,0.0015432098765432098,0.0015432098765432098,0.0
735109,2017-08-19,2017-08-19,21,26,25,936,108804,40-44,F,21,708,1.0,0.0,1,1,0.0014124293785310734,0.0014124293785310734,0.0
735140,2017-08-19,2017-08-19,26,27,31,936,108809,40-44,F,26,6907,2.0,2.349999964,1,0,0.00014478065730418415,0.0002895613146083683,1.174999982
735143,2017-08-19,2017-08-19,27,28,30,936,108810,40-44,F,27,39035,13.0,19.32999957,1,0,2.5618035096708083e-05,0.0003330344562572051,1.4869230438461538
735151,2017-08-19,2017-08-19,28,30,31,936,108811,40-44,F,28,926,1.0,0.0,1,0,0.0010799136069114472,0.0010799136069114472,0.0
735184,2017-08-19,2017-08-19,63,66,67,936,108817,40-44,F,63,4412,1.0,1.450000048,1,0,0.00022665457842248413,0.00022665457842248413,1.450000048
735189,2017-08-21,2017-08-21,64,65,66,936,108818,40-44,F,64,9965,3.0,4.050000072,1,0,0.00010035122930255896,0.00030105368790767686,1.3500000239999999
735213,2017-08-21,2017-08-21,10,16,11,936,108822,45-49,F,10,73634,23.0,32.97999978,1,0,1.3580682836733031e-05,0.0003123557052448597,1.4339130339130435
735220,2017-08-18,2017-08-18,15,17,17,936,108823,45-49,F,15,69708,20.0,31.28999949,1,0,1.4345555746829633e-05,0.0002869111149365926,1.5644999745
735242,2017-08-18,2017-08-18,19,25,21,936,108826,45-49,F,19,530,1.0,0.0,1,0,0.0018867924528301887,0.0018867924528301887,0.0
735247,2017-08-18,2017-08-18,20,24,25,936,108827,45-49,F,20,14257,6.0,8.789999962,1,0,7.014098337658694e-05,0.00042084590025952165,1.4649999936666667
735289,2017-08-18,2017-08-18,27,30,30,936,108834,45-49,F,27,20362,5.0,9.119999886,1,1,4.9111089283960316e-05,0.0002455554464198016,1.8239999772000002
735290,2017-08-18,2017-08-18,27,29,33,936,108834,45-49,F,27,12215,4.0,6.26000011,1,0,8.186655751125665e-05,0.0003274662300450266,1.5650000275
735298,2017-08-18,2017-08-18,29,31,32,936,108836,45-49,F,29,85412,28.0,38.63999999,2,1,2.341591345478387e-05,0.0003278227883669742,1.3799999996428571
736869,2017-08-18,2017-08-18,2,6,8,936,109448,30-34,M,2,2338,1.0,0.239999995,1,0,0.000427715996578272,0.000427715996578272,0.239999995
736890,2017-08-18,2017-08-18,15,16,20,936,109451,30-34,M,15,2522,1.0,0.0,1,0,0.0003965107057890563,0.0003965107057890563,0.0
736893,2017-08-18,2017-08-18,16,17,17,936,109452,30-34,M,16,3587,1.0,0.0,1,0,0.00027878449958182325,0.00027878449958182325,0.0
736977,2017-08-18,2017-08-18,27,30,28,936,109470,30-34,M,27,1273,1.0,0.0,1,0,0.0007855459544383347,0.0007855459544383347,0.0
736988,2017-08-21,2017-08-21,28,29,29,936,109472,30-34,M,28,3891,1.0,1.090000033,1,0,0.00025700334104343357,0.00025700334104343357,1.090000033
736995,2017-08-21,2017-08-21,29,34,34,936,109473,30-34,M,29,1888,1.0,0.0,1,0,0.0005296610169491525,0.0005296610169491525,0.0
736997,2017-08-21,2017-08-21,29,32,33,936,109473,30-34,M,29,1895,1.0,0.0,1,0,0.0005277044854881266,0.0005277044854881266,0.0
737097,2017-08-21,2017-08-21,7,10,11,936,109498,35-39,M,7,715,1.0,0.0,1,0,0.0013986013986013986,0.0013986013986013986,0.0
737130,2017-08-21,2017-08-21,16,19,18,936,109507,35-39,M,16,11199,2.0,2.680000067,1,0,8.92936869363336e-05,0.0001785873738726672,1.3400000335
737320,2017-08-18,2017-08-18,63,64,66,936,109553,35-39,M,63,5676,2.0,3.00999999,1,0,0.00017618040873854828,0.00035236081747709656,1.504999995
737375,2017-08-21,2017-08-21,10,11,11,936,109565,40-44,M,10,1415,1.0,0.0,1,0,0.0007067137809187279,0.0007067137809187279,0.0
737524,2017-08-21,2017-08-21,30,34,33,936,109601,40-44,M,30,2148,1.0,1.580000043,1,1,0.0004655493482309125,0.0004655493482309125,1.580000043
737644,2017-08-21,2017-08-21,16,22,17,936,109629,45-49,M,16,45401,10.0,14.06000042,1,0,2.2025946565053634e-05,0.00022025946565053632,1.406000042
737657,2017-08-18,2017-08-18,18,23,20,936,109633,45-49,M,18,7478,2.0,2.900000095,1,1,0.0001337255950788981,0.0002674511901577962,1.4500000475
737658,2017-08-18,2017-08-18,18,19,24,936,109633,45-49,M,18,4919,1.0,1.590000033,1,0,0.00020329335230737954,0.00020329335230737954,1.590000033
737674,2017-08-20,2017-08-20,20,21,24,936,109637,45-49,M,20,533,1.0,0.0,1,1,0.001876172607879925,0.001876172607879925,0.0
737766,2017-08-20,2017-08-20,29,33,33,936,109659,45-49,M,29,1447,1.0,0.0,1,1,0.000691085003455425,0.000691085003455425,0.0
737896,2017-08-20,2017-08-20,16,21,22,936,109689,30-34,F,16,17553,3.0,4.590000153,1,0,5.697031846408021e-05,0.00017091095539224064,1.530000051
737931,2017-08-20,2017-08-20,20,26,24,936,109698,30-34,F,20,3343,1.0,0.540000021,1,0,0.0002991325157044571,0.0002991325157044571,0.540000021
737961,2017-08-20,2017-08-20,23,29,28,936,109706,30-34,F,23,523,1.0,0.0,1,0,0.0019120458891013384,0.0019120458891013384,0.0
737995,2017-08-20,2017-08-20,26,27,31,936,109714,30-34,F,26,1873,1.0,0.0,1,0,0.0005339028296849973,0.0005339028296849973,0.0
738006,2017-08-20,2017-08-20,27,29,32,936,109717,30-34,F,27,34740,7.0,13.41000009,1,1,2.878526194588371e-05,0.00020149683362118595,1.9157142985714286
738067,2017-08-20,2017-08-20,32,37,36,936,109731,30-34,F,32,658,1.0,0.0,1,0,0.001519756838905775,0.001519756838905775,0.0
738098,2017-08-20,2017-08-20,64,70,68,936,109738,30-34,F,64,1539,1.0,0.0,1,0,0.000649772579597141,0.000649772579597141,0.0
738307,2017-08-20,2017-08-20,31,36,36,936,109788,35-39,F,31,3010,1.0,0.860000014,1,1,0.0003322259136212625,0.0003322259136212625,0.860000014
738389,2017-08-19,2017-08-19,10,16,12,936,109808,40-44,F,10,27081,9.0,10.77000046,1,1,3.692625826225029e-05,0.00033233632436025255,1.1966667177777779
738408,2017-08-19,2017-08-19,16,22,22,936,109813,40-44,F,16,20233,4.0,5.590000153,3,0,0.0001482726239312015,0.00019769683190826867,1.39750003825
738413,2017-08-19,2017-08-19,16,17,19,936,109813,40-44,F,16,147159,36.0,58.16000044,3,1,2.0386112979838136e-05,0.00024463335575805763,1.6155555677777778
738423,2017-08-19,2017-08-19,18,20,24,936,109816,40-44,F,18,21664,7.0,10.61999977,1,1,4.615952732644018e-05,0.00032311669128508124,1.5171428242857143
738436,2017-08-19,2017-08-19,19,21,20,936,109820,40-44,F,19,9112,4.0,5.460000038,1,1,0.00010974539069359087,0.0004389815627743635,1.3650000095
738463,2017-08-20,2017-08-20,21,23,24,936,109826,40-44,F,21,542,1.0,0.0,1,0,0.0018450184501845018,0.0018450184501845018,0.0
738528,2017-08-19,2017-08-19,30,34,33,936,109839,40-44,F,30,402,1.0,0.0,1,1,0.0024875621890547263,0.0024875621890547263,0.0
738560,2017-08-19,2017-08-19,64,70,66,936,109844,40-44,F,64,1338,1.0,0.0,1,0,0.0007473841554559044,0.0007473841554559044,0.0
738582,2017-08-19,2017-08-19,10,16,12,936,109848,45-49,F,10,46150,15.0,20.17999983,1,1,2.1668472372697723e-05,0.0003250270855904659,1.3453333219999999
738592,2017-08-20,2017-08-20,16,22,20,936,109850,45-49,F,16,493821,116.0,176.3799977,4,1,8.100101048760583e-06,0.0002349029304140569,1.520517221551724
738593,2017-08-20,2017-08-20,16,17,21,936,109850,45-49,F,16,92011,27.0,34.39000046,2,1,2.173653150166828e-05,0.00029344317527252176,1.273703720740741
738598,2017-08-21,2017-08-21,18,23,24,936,109851,45-49,F,18,12956,4.0,5.49000001,1,1,7.718431614695894e-05,0.00030873726458783575,1.3725000025
738606,2017-08-21,2017-08-21,19,20,23,936,109852,45-49,F,19,529,1.0,0.0,1,0,0.001890359168241966,0.001890359168241966,0.0
738637,2017-08-21,2017-08-21,24,26,30,936,109857,45-49,F,24,944,1.0,1.419999957,1,0,0.001059322033898305,0.001059322033898305,1.419999957
738648,2017-08-18,2017-08-18,26,30,27,936,109859,45-49,F,26,111090,38.0,51.97000027,5,1,4.500855162480871e-05,0.0003420649923485462,1.3676315860526316
747212,2017-08-18,2017-08-18,10,16,14,936,110836,30-34,M,10,7208,2.0,3.190000057,1,0,0.00013873473917869035,0.0002774694783573807,1.5950000285
747213,2017-08-18,2017-08-18,10,12,11,936,110836,30-34,M,10,1746,1.5,0.0,1,0,0.000572737686139748,0.000859106529209622,0.0
747220,2017-08-18,2017-08-18,15,17,16,936,110837,30-34,M,15,2474,1.5,0.0,2,2,0.0008084074373484236,0.0006063055780113178,0.0
747222,2017-08-18,2017-08-18,16,22,20,936,110838,30-34,M,16,12489,2.0,1.960000038,1,0,8.007046200656577e-05,0.00016014092401313155,0.980000019
747223,2017-08-18,2017-08-18,16,18,18,936,110838,30-34,M,16,8032,1.0,0.600000024,2,0,0.000249003984063745,0.0001245019920318725,0.600000024
747248,2017-08-21,2017-08-21,21,24,24,936,110842,30-34,M,21,472,1.5,0.0,1,1,0.00211864406779661,0.0031779661016949155,0.0
747332,2017-08-21,2017-08-21,64,68,65,936,110856,30-34,M,64,792,1.5,0.0,1,1,0.0012626262626262627,0.001893939393939394,0.0
747362,2017-08-21,2017-08-21,15,16,18,936,110861,35-39,M,15,4607,1.0,1.149999976,1,1,0.00021706099413935315,0.00021706099413935315,1.149999976
747369,2017-08-21,2017-08-21,16,17,21,936,110862,35-39,M,16,13355,2.0,3.180000067,1,1,7.487832272557094e-05,0.00014975664545114188,1.5900000335
747370,2017-08-20,2017-08-20,16,17,19,936,110862,35-39,M,16,2936,1.5,0.0,1,0,0.0003405994550408719,0.0005108991825613079,0.0
747401,2017-08-21,2017-08-21,22,25,25,936,110867,35-39,M,22,2793,1.0,0.980000019,1,1,0.00035803795202291446,0.00035803795202291446,0.980000019
747435,2017-08-21,2017-08-21,28,29,30,936,110873,35-39,M,28,1032,1.5,0.0,1,0,0.0009689922480620155,0.0014534883720930232,0.0
747439,2017-08-21,2017-08-21,29,35,33,936,110874,35-39,M,29,1662,1.5,0.0,1,1,0.0006016847172081829,0.0009025270758122744,0.0
747489,2017-08-21,2017-08-21,2,7,6,936,110882,40-44,M,2,4016,2.0,1.480000049,1,1,0.000249003984063745,0.00049800796812749,0.7400000245
747514,2017-08-21,2017-08-21,16,20,17,936,110886,40-44,M,16,14843,3.0,2.939999938,1,1,6.737182510274203e-05,0.0002021154753082261,0.9799999793333334
747645,2017-08-21,2017-08-21,10,14,13,936,110908,45-49,M,10,9674,3.0,4.600000024,1,1,0.00010336985734959685,0.0003101095720487906,1.5333333413333332
747659,2017-08-25,2017-08-25,16,21,17,936,110910,45-49,M,16,12186,2.0,2.669999957,1,0,8.206138191367142e-05,0.00016412276382734285,1.3349999785
747675,2017-08-25,2017-08-25,20,22,21,936,110913,45-49,M,20,673,1.5,0.0,1,0,0.0014858841010401188,0.002228826151560178,0.0
747678,2017-08-25,2017-08-25,21,27,23,936,110914,45-49,M,21,370,1.5,0.0,1,1,0.002702702702702703,0.004054054054054054,0.0
747712,2017-08-24,2017-08-24,26,30,29,936,110919,45-49,M,26,450,1.5,0.0,1,1,0.0022222222222222222,0.0033333333333333335,0.0
747790,2017-08-24,2017-08-24,10,12,14,936,110932,30-34,F,10,2077,1.5,0.0,1,1,0.00048146364949446316,0.0007221954742416948,0.0
747791,2017-08-25,2017-08-25,10,14,13,936,110932,30-34,F,10,31393,8.0,10.96000051,1,1,3.185423502054598e-05,0.00025483388016436787,1.37000006375
747795,2017-08-25,2017-08-25,15,21,18,936,110933,30-34,F,15,8410,2.0,2.359999895,1,1,0.00011890606420927467,0.00023781212841854935,1.1799999475
747798,2017-08-25,2017-08-25,16,21,20,936,110934,30-34,F,16,25884,5.0,7.350000143,1,0,3.863390511512904e-05,0.00019316952557564519,1.4700000286
747824,2017-08-25,2017-08-25,21,24,23,936,110938,30-34,F,21,608,1.5,0.0,1,1,0.001644736842105263,0.0024671052631578946,0.0
